air-conditioning,,,,Details
airline,noun,,,Details
airmail,,,,Details
airplane,,,,Details
airport,noun,,,Details
aisle,,,,Details
alarm,noun,,,Details
alarm clock,noun,,,Details
album,noun,,,Details
alcohol,noun,,,Details
alcoholic,adjective,,,Details
alike,adjective,,,Details
alive,adjective,,,Details
all,determiner,,,Details
all day long,phrase,,,Details
all is well,phrase,,,Details
all kinds of (sth),phrase,,,Details
all over (sth),phrase,,,Details
all right,adjective,,,Details
all sorts of (sth),phrase,,,Details
all the best,phrase,,,Details
all the time,phrase,,,Details
allocate,,,,Details
allow,verb,,,Details
allowance,,,,Details
allowed,,,,Details
almost,adverb,,,Details
alone,adjective,,,Details
along,preposition,,,Details
aloud,adverb,,,Details
alphabet,noun,,,Details
already,adverb,,,Details
alright,adjective,,,Details
also,adverb,,,Details
alter,,,,Details
alternative,,,,Details
although,,,,Details
altogether,adverb,,,Details
always,adverb,,,Details
amazed,adjective,,,Details
amazing,adjective,,,Details
amazingly,adverb,,,Details
ambassador,,,,Details
ambition,noun,,,Details
ambitious,,,,Details
ambulance,noun,,,Details
among,preposition,,,Details
amount,noun,,,Details
amusing,adjective,,,Details
an,determiner,,,Details
analyse,,,,Details
analysis,,,,Details
analyze,,,,Details
ancient,adjective,,,Details
and,,,,Details
and all that,phrase,,,Details
and so on,phrase,,,Details
angel,noun,,,Details
anger,,,,Details
angrily,adverb,,,Details
angry,adjective,,,Details
animal,noun,,,Details
animated,adjective,,,Details
animation,noun,,,Details
ankle,noun,,,Details
anniversary,noun,,,Details
announce,verb,,,Details
announcement,noun,,,Details
annoy,verb,,,Details
annoyed,adjective,,,Details
annoying,adjective,,,Details
annual,adjective,,,Details
annual report,,,,Details
annual return,,,,Details
another,determiner,,,Details
answer,noun,,,Details
answer phone,,,,Details
ant,noun,,,Details
antique,noun,,,Details
anxious,adjective,,,Details
any,adverb,,,Details
any more,phrase,,,Details
anybody,pronoun,,,Details
anyhow,,,,Details
anymore,adverb,,,Details
anyone,pronoun,,,Details
anything,pronoun,,,Details
anything else,,,,Details
anyway,adverb,,,Details
anywhere,adverb,,,Details
AOB,,,,Details
apart,adverb,,,Details
apart from,phrase,,,Details
apartment,noun,,,Details
apologise,verb,,,Details
apologize,,,,Details
apology,noun,,,Details
appear,verb,,,Details
lots,phrase,,,
appear in,phrase,,,Details
appearance,noun,,,Details
appetizer,,,,Details
apple,noun,,,Details
applicant,,,,Details
application,noun,,,Details
application form,,,,Details
application tired,,,,Details
apply,verb,,,Details
appoint,,,,Details
appointment,noun,,,Details
approach,verb,,,Details
appropriate,,,,Details
approval,,,,Details
approve,verb,,,Details
approx,,,,Details
approximate,,,,Details
approximately,adverb,,,Details
April,noun,,,Details
architect,noun,,,Details
architecture,noun,,,Details
area,noun,,,Details
argue,verb,,,Details
argument,noun,,,Details
arithmetic,,,,Details
arm,noun,,,Details
armchair,noun,,,Details
around,adverb,,,Details
arrange,verb,,,Details
arrangement,noun,,,Details
arrest,verb,,,Details
arrival,noun,,,Details
arrive,verb,,,Details
arrogant,,,,Details
art,noun,,,Details
article,noun,,,Details
artist,noun,,,Details
as,,,,Details
as long as,phrase,,,Details
appear at,phrase,,,
appear on,phrase,,,
as (sth) as possible,phrase,,,Details
as soon as,phrase,,,Details
as soon as possible,phrase,,,Details
as usual,phrase,,,Details
as well,phrase,,,Details
as well as,phrase,,,Details
as you know,phrase,,,Details
so long as,phrase,,,
as long as,phrase,,,Details
ASAP,,,,Details
ashamed,adjective,,,Details
ask,verb,,,Details
ask for,,,,Details
asleep,adjective,,,Details
aspect,,,,Details
aspirin,noun,,,Details
assembly,,,,Details
assembly line,,,,Details
assembly plant,,,,Details
assembly point,,,,Details
assess,,,,Details
assistant,noun,,,Details
associate,,,,Details
association,,,,Details
assure,,,,Details
at,preposition,,,Details
at (long) last,phrase,,,Details
at all,phrase,,,Details
at first,phrase,,,Details
at his best,phrase,,,Details
at last,,,,Details
at least,phrase,,,Details
at once,phrase,,,Details
at present,phrase,,,Details
at the moment,phrase,,,Details
at the same time,phrase,,,Details
athlete,noun,,,Details
athletics,noun,,,Details
ATM,,,,Details
atmosphere,noun,,,Details
attach,verb,,,Details
attachment,,,,Details
attack,noun,,,Details
attempt,verb,,,Details
attend,verb,,,Details
at her best,phrase,,,
at their best,phrase,,,
at our best,phrase,,,
at my best,phrase,,,
at its best,phrase,,,
attend college,phrase,,,
attend school,phrase,,,
attend a church,phrase,,,Details
attendance,,,,Details
attention,noun,,,Details
attitude,noun,,,Details
attract,verb,,,Details
attract attention,phrase,,,Details
attraction,noun,,,Details
attractive,adjective,,,Details
audience,noun,,,Details
August,noun,,,Details
aunt,noun,,,Details
author,noun,,,Details
autumn,noun,,,Details
available,adjective,,,Details
average,noun,,,Details
avoid,verb,,,Details
awake,adjective,,,Details
away,adverb,,,Details
awesome,adjective,,,Details
awful,adjective,,,Details
baby,noun,,,Details
babysit,verb,,,Details
babysitter,noun,,,Details
back,adverb,,,Details
backache,noun,,,Details
background,noun,,,Details
backpack,noun,,,Details
backpacker,noun,,,Details
backpacking,noun,,,Details
backwards,adverb,,,Details
bacon,noun,,,Details
bad,adjective,,,Details
badly,adverb,,,Details
badminton,noun,,,Details
bag,noun,,,Details
baggage,noun,,,Details
bake,verb,,,Details
baker,noun,,,Details
balcony,noun,,,Details
bald,adjective,,,Details
ball,noun,,,Details
ballet,noun,,,Details
balloon,noun,,,Details
banana,noun,,,Details
band,noun,,,Details
bandage,noun,,,Details
bank,noun,,,Details
bank account,noun,,,Details
bar,noun,,,Details
barbecue,verb,,,Details
barber,noun,,,Details
barman,noun,,,Details
base sth on sth,phrasal verb,,,Details
baseball,noun,,,Details
basic,adjective,,,Details
basin,noun,,,Details
basket,noun,,,Details
basketball,noun,,,Details
bat,noun,,,Details
bath,noun,,,Details
bathroom,noun,,,Details
battery,noun,,,Details
battle,noun,,,Details
bay,noun,,,Details
be,auxiliary verb,,,Details
be (just) about to do sth,phrase,,,Details
be able to do sth,phrase,,,Details
attract interest,phrase,,,
be bad for (sb),phrase,,,Details
be born,phrase,,,Details
be called sth,phrase,,,Details
be bad for (sth),phrase,,,
be dying to do sth,phrase,,,Details
be dying for do sth,phrase,,,
be friendly with sb,phrase,,,Details
be friends (with sb),phrase,,,Details
be going to do sth,phrase,,,Details
be going to do (sth),phrase,,,Details
be in charge,phrase,,,Details
be in the middle of (doing) sth,phrase,,,Details
be into sth,phrase,,,Details
be just about to do sth,phrase,,,Details
be known as sth,phrase,,,Details
be going to be (sth),phrase,,,
be located in,phrase,,,Details
be located near,phrase,,,
be located on,phrase,,,
be made from (sth),phrase,,,Details
be made out of (sth),phrase,,,
be responsible for (sb) doing (sth),phrase,,,Details
be short of sth,phrase,,,Details
be sick,phrase,,,Details
be responsible for (sth) doing (sth),phrase,,,
be situated in,phrase,,,Details
be supposed to do sth,phrase,,,Details
be unable to do sth,phrase,,,Details
be up to sb,phrase,,,Details
be up to sth,phrase,,,Details
be situated on,phrase,,,
be situated by,phrase,,,
be used to (sb) doing (sth),phrase,,,
be used to (sth) doing (sth),phrase,,,Details
be welcome to do sth,phrase,,,Details
be willing (to do sth),phrase,,,Details
be worth,phrase,,,Details
be worth it,phrase,,,Details
be worth (sth),phrase,,,Details
be wrong,phrase,,,Details
be worth doing (sth),phrase,,,
be in touch,phrase,,,Details
beach,noun,,,Details
bean,noun,,,Details
bear,noun,,,Details
beard,noun,,,Details
beat,verb,,,Details
beautiful,adjective,,,Details
beautifully,adverb,,,Details
beauty,noun,,,Details
because,,,,Details
because of,preposition,,,Details
get in touch,phrase,,,
keep in touch,phrase,,,
become available,phrase,,,
become rich,phrase,,,
become a (smb),phrase,,,Details
bed,noun,,,Details
bedroom,noun,,,Details
bee,noun,,,Details
beef,noun,,,Details
beer,noun,,,Details
before,preposition,,,Details
before dark,phrase,,,Details
begin,verb,,,Details
begin with sth,phrase,,,Details
beginner,noun,,,Details
beginning,noun,,,Details
behave,verb,,,Details
behaviour,noun,,,Details
behind,adverb,,,Details
believe,verb,,,Details
believe in sth,phrasal verb,,,Details
believe it or not,phrase,,,Details
bell,noun,,,Details
belong to sb,phrasal verb,,,Details
belong to sth,phrasal verb,,,Details
below,adverb,,,Details
belt,noun,,,Details
benefit,noun,,,Details
beside,preposition,,,Details
besides,adverb,,,Details
best,adverb,,,Details
best wishes,phrase,,,Details
better,adverb,,,Details
between,preposition,,,Details
bicycle,noun,,,Details
big,adjective,,,Details
bike,noun,,,Details
bill,noun,,,Details
billion,,,,Details
bin,noun,,,Details
biography,noun,,,Details
biology,noun,,,Details
bird,noun,,,Details
birth,noun,,,Details
birthday,noun,,,Details
biscuit,noun,,,Details
bit,noun,,,Details
bite,verb,,,Details
bitter,adjective,,,Details
black,noun,,,Details
blackboard,noun,,,Details
blame,verb,,,Details
blank,adjective,,,Details
blank check,,,,Details
blank cheque,,,,Details
blanket,noun,,,Details
bleed,verb,,,Details
blind,adjective,,,Details
block,noun,,,Details
blog,noun,,,Details
blogger,noun,,,Details
blonde,adjective,,,Details
blood,noun,,,Details
blow,verb,,,Details
blow away (sth) or blow (sth) away,phrasal verb,,,Details
blow down (sth) or blow (sth) down,phrasal verb,,,Details
blow out (sth) or blow (sth) out,phrasal verb,,,Details
blow up,,,,Details
after dark,phrase,,,
blow your nose,phrase,,,Details
blue,noun,,,Details
board,verb,,,Details
board game,noun,,,Details
board room,,,,Details
boarding card,,,,Details
boat,noun,,,Details
body,noun,,,Details
boil,verb,,,Details
boiled,adjective,,,Details
bold,adjective,,,Details
bomb,verb,,,Details
bone,noun,,,Details
bonus,,,,Details
book,noun,,,Details
book sb in or book sb into sth,phrasal verb,,,Details
bookcase,noun,,,Details
booking,noun,,,Details
booking desk,,,,Details
booking office,,,,Details
bookkeeping,,,,Details
bookshelf,noun,,,Details
bookshop,noun,,,Details
bookstore,,,,Details
boost,,,,Details
boot,noun,,,Details
border,noun,,,Details
bored,adjective,,,Details
boring,adjective,,,Details
born,,,,Details
borrow,verb,,,Details
boss,noun,,,Details
bossy,,,,Details
both,determiner,,,Details
bother,verb,,,Details
bottle,noun,,,Details
bottom,noun,,,Details
bowl,noun,,,Details
box,noun,,,Details
boxing,noun,,,Details
boy,noun,,,Details
boyfriend,noun,,,Details
Br competition,,,,Details
bracelet,noun,,,Details
brain,noun,,,Details
brake,noun,,,Details
branch,noun,,,Details
brand,,,,Details
brand name,,,,Details
brand new,adjective,,,Details
brand-new,,,,Details
brave,adjective,,,Details
bravely,adverb,,,Details
bread,noun,,,Details
break,noun,,,Details
break down,phrasal verb,,,Details
break in,,,,Details
break in or break into sth,phrasal verb,,,Details
break up,phrasal verb,,,Details
break your (sth),phrase,,,Details
break his (sth),phrase,,,
break her (sth),phrase,,,
break (sth) in half,phrase,,,Details
breakfast,noun,,,Details
breast,noun,,,Details
breath,noun,,,Details
breathe,verb,,,Details
breeze,noun,,,Details
brick,,,,Details
bride,noun,,,Details
bridge,noun,,,Details
brief,adjective,,,Details
briefcase,,,,Details
briefing,,,,Details
briefly,adverb,,,Details
bright,adjective,,,Details
brilliant,adjective,,,Details
bring,verb,,,Details
cut (sth) in half,phrase,,,
bring (sb) happiness,phrase,,,Details
bring back sth or bring sth back,phrasal verb,,,Details
bring forward,,,,Details
bring up sb or bring sb up,phrasal verb,,,Details
broad,adjective,,,Details
broadband,,,,Details
broccoli,noun,,,Details
brochure,noun,,,Details
broke,,,,Details
broken,adjective,,,Details
brother,noun,,,Details
brown,noun,,,Details
brush,verb,,,Details
bucket,noun,,,Details
budget,,,,Details
buffet,,,,Details
bug,noun,,,Details
build,verb,,,Details
builder,noun,,,Details
building,noun,,,Details
bulk,,,,Details
bull,noun,,,Details
bullet,,,,Details
bunch,noun,,,Details
bureau,,,,Details
burger,noun,,,Details
burglar,,,,Details
burglary,,,,Details
burn,verb,,,Details
burning,adjective,,,Details
burst into tears,phrase,,,Details
bury,verb,,,Details
bus,noun,,,Details
bus station,noun,,,Details
bus stop,noun,,,Details
business,noun,,,Details
business card,,,,Details
business class,,,,Details
business dinner,,,,Details
business hours,,,,Details
business plan,,,,Details
business school,,,,Details
business trip,,,,Details
businessman,noun,,,Details
businessperson,,,,Details
businesswoman,noun,,,Details
busy,adjective,,,Details
but,preposition,,,Details
butcher,noun,,,Details
butter,noun,,,Details
butterfly,noun,,,Details
button,noun,,,Details
buy,verb,,,Details
buyer,noun,,,Details
by,preposition,,,Details
by accident,phrase,,,Details
bring (sb) luck,phrase,,,
bring (sb) piece,phrase,,,
by accident,phrase,,,Details
by mistake,phrase,,,
by air,,,,Details
by car,,,,Details
by day,,,,Details
by hand,phrase,,,Details
by land,,,,Details
by mistake,phrase,,,Details
by name,,,,Details
by oneself,,,,Details
by post,,,,Details
by the way,phrase,,,Details
by train,,,,Details
bye,exclamation,,,Details
C,,,,Details
cab,noun,,,Details
cabbage,noun,,,Details
cabin,noun,,,Details
cabinet,,,,Details
cable,noun,,,Details
cable television,,,,Details
cafe,,,,Details
café,noun,,,Details
cage,noun,,,Details
cake,noun,,,Details
calculate,,,,Details
calculator,noun,,,Details
calendar,noun,,,Details
calf,noun,,,Details
call,noun,,,Details
call back,,,,Details
call back (sb) or call (sb) back,phrasal verb,,,Details
call center,,,,Details
call centre,,,,Details
call for,,,,Details
call for sb,phrasal verb,,,Details
call in,,,,Details
calm,adjective,,,Details
camel,noun,,,Details
camera,noun,,,Details
camp,noun,,,Details
campaign,,,,Details
camping,noun,,,Details
campsite,noun,,,Details
can,modal verb,,,Details
can afford,phrase,,,Details
can't wait,phrase,,,Details
couldn't help doing (sth),phrase,,,Details
can't help doing (sth),phrase,,,
can always do (sth),phrase,,,Details
canal,noun,,,Details
cancel,verb,,,Details
cancellation,,,,Details
cancer,noun,,,Details
candidate,noun,,,Details
candle,noun,,,Details
cannot,modal verb,,,Details
canteen,noun,,,Details
cap,noun,,,Details
capable,,,,Details
capacity,,,,Details
capital,noun,,,Details
capital letter,noun,,,Details
captain,noun,,,Details
car,noun,,,Details
car park,noun,,,Details
card,noun,,,Details
card by,,,,Details
cardboard,,,,Details
care,verb,,,Details
career,noun,,,Details
careful,adjective,,,Details
carefully,adverb,,,Details
careless,adjective,,,Details
cargo,,,,Details
carpet,noun,,,Details
carrot,noun,,,Details
carry,verb,,,Details
carry on,,,,Details
carry on (sth) or carry (sth) on,phrasal verb,,,Details
carry out sth or carry sth out,phrasal verb,,,Details
carton,,,,Details
cartoon,noun,,,Details
case,noun,,,Details
cash,noun,,,Details
cash book,,,,Details
cash desk,,,,Details
cash flow,,,,Details
cash machine,,,,Details
cash price,,,,Details
cash register,,,,Details
cash sale,,,,Details
cashpoint,noun,,,Details
castle,noun,,,Details
casual,adjective,,,Details
cat,noun,,,Details
catalog,,,,Details
catalogue,,,,Details
catch,verb,,,Details
catch fire,phrase,,,Details
catch up with sb,phrasal verb,,,Details
category,,,,Details
catering,,,,Details
cathedral,noun,,,Details
cattle,,,,Details
cause,,,,Details
cave,noun,,,Details
CBD,,,,Details
cc,,,,Details
CD,noun,,,Details
CD player,noun,,,Details
CD-ROM,noun,,,Details
ceiling,noun,,,Details
celebrate,verb,,,Details
celebration,noun,,,Details
celebrity,noun,,,Details
cell phone,,,,Details
cellar,,,,Details
Celsius,,,,Details
cement,,,,Details
cent,noun,,,Details
center,,,,Details
centigrade,,,,Details
centimeter,,,,Details
centimeters,,,,Details
centimetre,noun,,,Details
centimetres,,,,Details
central,adjective,,,Details
central bank,,,,Details
central heating,noun,,,Details
centre,noun,,,Details
cents c,,,,Details
century,noun,,,Details
CEO,,,,Details
cereal,noun,,,Details
ceremony,noun,,,Details
certain,adjective,,,Details
certainly,adverb,,,Details
certificate,noun,,,Details
CFO,,,,Details
chain,noun,,,Details
chair,noun,,,Details
chairman,,,,Details
chairperson,,,,Details
chairwoman,,,,Details
challenge,noun,,,Details
challenging,adjective,,,Details
champagne,noun,,,
champion,noun,,,
championship,noun,,,
chance,noun,,,
change,noun,,,
change your mind,phrase,,,
channel,noun,,,
chapter,noun,,,
character,noun,,,
charge,noun,,,
charity,noun,,,
charming,adjective,,,
chart,,,,
charter,,,,
chat,noun,,,
chat show,noun,,,
cheap,adjective,,,
cheat,,,,
check,noun,,,
check in,phrasal verb,,,
could always do (sth),,,,
check in (sth),phrasal verb,,,
check out,phrasal verb,,,
check-in (counter),noun,,,
check-in (desk),noun,,,
checklist,,,,
checkout,noun,,,
cheek,noun,,,
cheerful,adjective,,,
Cheers!,exclamation,,,
cheese,noun,,,
chef,noun,,,
chemical,,,,
chemist,noun,,,
chemistry,noun,,,
cheque,noun,,,
chess,noun,,,
chest of drawers,noun,,,
chewing gum,noun,,,
chicken,noun,,,
chief,,,,
chief executive,,,,
child,noun,,,
childhood,noun,,,
chilli,noun,,,
chilly,,,,
chin,noun,,,
chip,noun,,,
chocolate,noun,,,
choice,noun,,,
choose,verb,,,
choose to do sth,phrase,,,
church,noun,,,
cigarette,noun,,,
cinema,noun,,,
circle,verb,,,
circular,,,,
circulate,,,,
circus,noun,,,
city,noun,,,
civil servant,,,,
claim,,,,
clap,verb,,,
clarify,,,,
class,noun,,,
classical music,phrase,,,
classify,,,,
classmate,noun,,,
classroom,noun,,,
clean,verb,,,
cleaner,noun,,,
clear,verb,,,
clearly,adverb,,,
clerical,,,,
clerk,,,,
clever,adjective,,,
click,noun,,,
client,,,,
cliff,noun,,,
climate,noun,,,
climate change,,,,
climb,verb,,,
climbing,noun,,,
clinic,noun,,,
clock,noun,,,
close,adjective,,,
closed,adjective,,,
cloth,,,,
clothes,,,,
clothing,,,,
cloud,noun,,,
cloudy,adjective,,,
clown,noun,,,
club,noun,,,
clue,,,,
cm,,,,
Co,,,,
coach,noun,,,
coal,,,,
coast,noun,,,
coat,noun,,,
coca-cola,,,,
coconut,noun,,,
cod,noun,,,
coffee,noun,,,
coffee-shop,,,,
coin,noun,,,
cola,noun,,,
cold,adjective,,,
collar,noun,,,
colleague,noun,,,
collect,verb,,,
collection,noun,,,
college,noun,,,
college principal,,,,
color,,,,
colour,verb,,,
colourful,adjective,,,
comb,verb,,,
combination,,,,
combine,,,,
come,verb,,,
check into (sth),phrase,,,
come after,phrase,,,
come along,phrasal verb,,,
come back,phrasal verb,,,
come down,,,,
come first,phrase,,,
come last,phrase,,,
come from (sth),phrasal verb,,,
come in,phrasal verb,,,
Come on!,phrase,,,
come out,phrasal verb,,,
come round,phrasal verb,,,
come true,phrase,,,
come up,,,,
comedy,noun,,,
comfort,,,,
comfortable,adjective,,,
comic,adjective,,,
comma,noun,,,
command,,,,
commence,,,,
comment,noun,,,
commerce,,,,
commercial,,,,
commission,,,,
commit,,,,
committee,,,,
common,adjective,,,
common sense,noun,,,
communicate,verb,,,
communication,noun,,,
commute,,,,
compact,,,,
company,noun,,,
company business,,,,
comparative,noun,,,
compare,verb,,,
comparison,,,,
compete,verb,,,
competent,,,,
competition,noun,,,
competitive,,,,
competitor,noun,,,
complain,verb,,,
complain of sth,phrasal verb,,,
complaint,noun,,,
complete,adjective,,,
completely,adverb,,,
complicated,adjective,,,
compliment,,,,
component,,,,
composition,noun,,,
compromise,,,,
computer,noun,,,
computer program,,,,
computer programmer,,,,
computers,,,,
concentrate,verb,,,
concentration,,,,
concern,,,,
concerned,,,,
concert,noun,,,
conclusion,noun,,,
condition,noun,,,
conditions,phrase,,,
conduct,,,,
conference,noun,,,
confidence,,,,
confident,adjective,,,
confidential,,,,
confirm,verb,,,
confirmation,,,,
confused,adjective,,,
confusing,adjective,,,
congratulations,exclamation,,,
connect,verb,,,
connecting,,,,
connection,noun,,,
conservative,,,,
consider,verb,,,
considerable,,,,
considerate,,,,
consignment,,,,
consist,,,,
consist of sth,phrasal verb,,,
consonant,noun,,,
constant,,,,
construct,,,,
construction,,,,
consul,,,,
consulate,,,,
consult,,,,
consultancy,,,,
consultant,,,,
consultation,,,,
consumer,,,,
consumer goods,,,,
contact,noun,,,
contain,verb,,,
content,,,,
contents,noun,,,
contest,noun,,,
continent,noun,,,
continue,verb,,,
contract,noun,,,
contribute,,,,
contribution,,,,
control,verb,,,
convenience,,,,
convenient,adjective,,,
conversation,noun,,,
convince,verb,,,
COO,,,,
cook,noun,,,
cooker,noun,,,
cooking,noun,,,
cool,adjective,,,
cooperate,,,,
cooperation,,,,
cooperative,,,,
coordinate,,,,
coordination,,,,
cope,,,,
copy,noun,,,
corn,noun,,,
corner,noun,,,
corporate,,,,
corporation,,,,
correct,adjective,,,
correction,noun,,,
correctly,adverb,,,
correspond,,,,
correspondence,,,,
corridor,,,,
cost,noun,,,
costs,,,,
cosy,adjective,,,
cottage,noun,,,
cotton,noun,,,
cough,noun,,,
could,modal verb,,,
count,verb,,,
count noun,noun,,,
country,noun,,,
countryside,noun,,,
couple,noun,,,
courage,,,,
courgette,noun,,,
courier,,,,
courier service,,,,
couriered,,,,
course,noun,,,
court,noun,,,
cousin,noun,,,
cover,noun,,,
cow,noun,,,
crash,noun,,,
crazy,adjective,,,
cream,noun,,,
create,verb,,,
creation,,,,
creative,adjective,,,
creature,noun,,,
credit,noun,,,
credit card,noun,,,
crew,noun,,,
cricket,noun,,,
crime,noun,,,
criminal,noun,,,
crisp,noun,,,
criticise,,,,
criticize,,,,
CRM,,,,
crop,noun,,,
cross,noun,,,
cross out,,,,
crossing,noun,,,
crossroads,,,,
crowd,noun,,,
crowded,adjective,,,
cruel,adjective,,,
cruise,noun,,,
cry,noun,,,
CSR,,,,
cucumber,noun,,,
cultural,adjective,,,
culture,noun,,,
cup,noun,,,
cupboard,noun,,,
curious,adjective,,,
curiously,adverb,,,
curly,adjective,,,
currency,noun,,,
current,,,,
current account,,,,
curriculum,noun,,,
curry,noun,,,
curtain,noun,,,
curve,,,,
cushion,noun,,,
custom,noun,,,
customer,noun,,,
customer base,,,,
customer care,,,,
customer service,,,,
customers,,,,
customs,noun,,,
cut,noun,,,
cut back,,,,
cut up sth or cut sth up,phrasal verb,,,
cut-price,,,,
CV,noun,,,
cycle,verb,,,
cycling,noun,,,
cyclist,noun,,,
D,,,,
D deliver,,,,
dad,noun,,,
daily,adjective,,,
daily life,phrase,,,
damage,verb,,,
damaged,adjective,,,
damn,exclamation,,,
dance,noun,,,
dancer,noun,,,
dancing,noun,,,
danger,noun,,,
dangerous,adjective,,,
dangerously,adverb,,,
dark,adjective,,,
data,,,,
database,,,,
date,verb,,,
date-stamp,,,,
daughter,noun,,,
day,noun,,,
come from (smw),phrasal verb,,,
day after day,phrase,,,
day off,,,,
dead,adjective,,,
deadline,,,,
deadlock,,,,
deaf,adjective,,,
deal,,,,
deal in,,,,
deal with sth,phrasal verb,,,
dear,adjective,,,
death,noun,,,
debit,,,,
debt,,,,
December,noun,,,
decide,verb,,,
decimal,,,,
decision,noun,,,
decision-making,,,,
decisive,,,,
declare,verb,,,
decline,,,,
decorate,verb,,,
decrease,noun,,,
dedicated,,,,
deduct,,,,
deep,adjective,,,
defeat,noun,,,
defective,,,,
defence,noun,,,
defend,verb,,,
defense,,,,
definite,,,,
definite article,noun,,,
definitely,adverb,,,
degree,noun,,,
degrees dip,,,,
delay,verb,,,
delegate,,,,
delete,verb,,,
deletion,,,,
delicious,adjective,,,
delighted,adjective,,,
deliver,verb,,,
delivery,noun,,,
demand,noun,,,
demanding,,,,
demonstrate,,,,
demonstration,,,,
dentist,noun,,,
deny,,,,
depart,verb,,,
department,noun,,,
department store,noun,,,
departure,noun,,,
depend,,,,
year after year,phrase,,,
week after week,phrase,,,
depend on,phrasal verb,,,
deposit,noun,,,
depressed,adjective,,,
depression,,,,
Dept,,,,
depth,noun,,,
describe,verb,,,
description,noun,,,
desert,noun,,,
deserve,verb,,,
design,verb,,,
designer,noun,,,
desk,noun,,,
desktop,,,,
despatch,,,,
despite,preposition,,,
dessert,noun,,,
destination,noun,,,
destroy,verb,,,
detail,noun,,,
details,phrase,,,
detective,noun,,,
determined,,,,
